norm,chi,logistic,beta,gamma,bimodal,uniform
-440.101527825,1872.29902441,9007.24739678,151.058068744,4966.07333224,682.248881263,830.804028116
184.640873342,12225.4937655,10970.2189071,651.986923469,1554.80846352,1155.24441271,759.363446344
-1403.77286471,5922.87502648,8731.21338314,517.68222374,3425.87178614,950.832966219,885.657967901
-1758.35286839,4702.13127018,11340.562977,399.563716611,3915.90197416,1126.01681055,268.67099403
1304.77668057,3887.88540106,7580.52409224,42.1652389212,1624.44645647,662.394045495,569.113807452
-343.714049333,2725.10143707,12971.2768675,4.80791892942,4138.71326979,2181.53466982,721.194827959
445.339213137,13259.7981964,6918.57525363,308.52022404,2331.91626374,1230.67410557,466.715049664
-705.993153337,6421.2431756,9875.62537931,868.282989683,2766.93227592,1652.39936442,131.432921648
694.652251567,4095.13256383,9968.43488195,518.698533981,3710.21404253,1969.50475359,683.268193167
336.738217415,373.95844139,8980.83192288,678.648359944,3786.30675797,992.49099982,778.363373367
-410.297901798,845.861723532,9069.9253926,685.255050022,2822.40704078,877.632401712,810.358028669
-111.841406249,438.219841204,10970.8821,85.0695431513,2926.52571056,969.68757767,890.229451149
1159.22521902,4753.62363482,10829.6200316,916.06618064,3741.02097189,1303.13849182,186.877507284
449.908062119,1480.21064228,10521.3261326,810.407313577,4726.65430308,664.647965015,412.123576326
-407.590174604,837.567347673,7701.25197231,927.092615477,3470.67441165,1008.89506068,165.116727815
112.329509471,7293.7101003,10113.583705,0.455464987232,3326.5835474,1221.322055,176.509764222
361.584135404,1985.08000669,11412.0595776,606.820509368,2776.94138301,1845.359004,719.005817004
1211.75583535,3570.38332168,11892.6736502,38.3401939862,5265.83679677,1242.22215273,360.317925267
-103.395252568,3432.25895406,10892.9808577,140.585844967,3674.9312841,2014.2229856,593.877285005
-590.309292587,5534.17489045,5412.08367438,382.654586606,2525.68110278,1263.15321902,102.086977689
1450.47741247,498.60463849,7471.65093765,20.4811813406,3848.06625475,892.505401111,794.84713473
1002.46112072,2330.64402579,8166.31439651,581.395816389,3049.19332781,1478.37283993,146.693599632
1199.93837617,732.705859439,8461.83851246,916.762756155,1953.63762496,669.588018118,142.00655546
-1227.38632587,6322.28621174,11796.2342898,195.287418362,1850.2487703,1356.68493421,145.66240953
3.59150633695,594.136723932,10659.4559714,228.803207303,4015.6554817,2407.77890181,554.885981718
-847.34335376,5429.22872231,8946.81406434,868.871539407,3385.33065925,889.747423021,570.060782822
-252.917943279,2994.48766174,6105.24830031,78.9865733541,2421.28869099,952.054188959,945.999453902
215.186476786,1001.85383667,12043.1528822,663.600440594,3175.30008006,1218.1964473,246.990446954
-306.209155485,2210.92496251,11248.5281652,990.51821331,4333.20275513,1952.66879354,586.435423873
-78.5258476401,1989.05406722,12960.888492,83.0420540428,3398.72494035,996.908509184,921.63089721
382.253384111,4371.3657117,8885.63993779,916.895836605,4261.90569563,1307.59368575,778.985676929
683.373861146,6169.70143532,10587.3225121,766.754091155,6210.10128522,1322.79481097,131.895842008
1554.54687117,2039.74900387,11155.9026312,53.0829060086,3204.54782203,1431.5901319,113.782861439
689.416874183,1835.81582793,10377.057241,998.189858928,2543.45576967,771.887787527,543.524446266
104.788398042,723.942870824,11646.8031306,999.858319316,3154.16552141,799.377436005,653.592138337
265.141453747,587.536842881,11440.9577822,112.130398896,2863.85765665,973.93548209,609.593430872
2714.87299975,5799.22438702,10866.0724517,50.1582268144,5173.48100482,1428.1345212,317.866504917
29.3626389059,6944.32910511,8363.54598306,591.31957514,3790.34860068,1103.16622085,523.234399499
-2300.47672428,1021.7701534,9125.47550164,187.272435476,2688.42940441,1195.141739,575.630689733
-545.258191015,3768.86591131,6882.33568656,58.5561406568,4000.12966277,1127.07760563,563.576580624
-652.936113776,2890.36813228,9628.61591634,66.7750470378,2548.05471349,935.665009577,811.072334423
916.944219794,4083.62627194,9740.8222156,286.50980607,3184.6337579,772.748684383,832.300275999
-806.048213222,4261.39754504,10382.4917299,49.6421549202,3709.78239109,994.18984797,512.509740332
1276.5527276,10548.8195469,10714.3351988,835.518337548,4236.26768866,1367.88429238,133.944707798
-1622.18936219,883.72490548,9685.22616094,126.772336025,2076.38482399,1094.60136099,816.304730203
787.211804489,5891.54474389,9903.47508986,8.17973664242,2846.41877693,1694.34444523,349.740672652
382.743726213,1743.51405985,11422.1401483,993.297825554,6393.44210347,1594.56859443,920.266946429
-580.072952794,4430.57784266,8847.77058938,726.673250583,2587.58193473,924.934597736,544.046914239
-341.60907982,3151.56341265,9219.69877777,75.9399178182,1475.39764055,1009.44918091,206.454270688
-546.424363456,1252.81709104,6712.59654733,514.71371041,2285.63232121,1651.68716732,221.029781597
-1267.95129526,1754.8849904,8475.8850891,712.85537314,4523.84646336,1177.18228072,369.582948226
684.521700525,1120.93554917,12365.6521153,977.205131661,2238.84565907,1230.58757782,29.7208111318
-106.968299474,3108.45607308,11675.5992556,758.968043855,3959.21873539,1564.68561199,315.383896357
-9.58602018524,10804.9134589,9170.64641538,367.50810936,2752.58290095,2156.10337345,674.524174925
-3062.18633248,7985.18239246,9129.95724476,944.801599761,2347.86167036,2297.50367669,611.972495588
275.242437214,1492.87606633,10861.9951879,759.381575511,3514.02087849,782.189802109,603.095766453
-18.3224695777,1274.98239836,12014.8265518,463.014707187,2946.29449153,1027.90780571,540.943468283
-1119.57856214,4254.83902839,11171.7076547,33.1329837312,4268.60335318,822.375860341,45.4211186865
498.807714658,2209.06737508,10891.094044,989.917190726,3651.67394678,1933.9892297,868.76355247
432.650732954,4718.5343781,6545.85863238,831.243504892,4913.03048531,1034.99253123,993.720757298
-233.914668803,11039.7894539,9621.93300172,414.793593949,1637.81959475,1867.01831901,256.772162811
571.834283768,5618.94602525,6778.72745025,27.3439040234,4153.20649597,1225.57649406,969.193789485
-1036.54895027,677.310852388,10715.2665779,921.359069333,5343.94988031,2085.34710176,754.323416421
2529.90429955,3550.98885489,12281.3291292,464.257959872,4633.13750519,805.90956943,139.573896172
-644.669025911,5735.73626066,6362.24373041,958.143625999,7067.47548387,1139.87766504,948.656338173
1711.9931827,4847.25792564,10838.7174872,343.128007671,2046.34005578,688.445368006,601.147504461
-520.398689513,4538.32066995,8867.70133313,919.35629377,2758.21429931,878.156369927,945.464316398
-1589.38575466,1420.11909922,7930.46850744,40.7922924554,4121.62919263,1146.61618514,437.520612188
-1348.91789974,932.12934265,7019.45541862,999.711292261,1999.03996898,817.644805476,770.603556559
-1159.50586093,9646.78683697,12743.8191616,539.430547398,3549.92300507,1082.46706361,601.771727321
-730.012728411,4802.97011207,9727.47631463,988.878792251,3140.07138465,1954.6858375,350.257244123
-28.3661245977,1912.61699198,11724.4817697,940.233832862,2006.0308018,876.697072279,235.23097513
696.594177096,5988.35976495,12028.2035306,68.2496631152,2071.67378603,1254.17024184,228.276067154
1716.14307785,4256.75212706,13155.9150207,94.42272002,1340.33941496,887.242656092,197.674341134
437.50795594,1945.13896039,6266.02909314,987.294793053,5114.69275692,2189.12594725,32.9736654677
335.380354541,3081.96410493,12861.6671326,446.35345822,2793.48110148,882.111444582,336.396539982
136.277562474,1067.03655923,8467.27938169,43.0837935282,2556.11061409,1840.11593115,583.649341841
810.999258573,2798.41767466,14500.8304932,461.420103276,1571.26902359,1233.76900857,970.566608419
-1194.81107761,7220.43654054,10720.616969,51.675274961,3516.33403357,468.93166013,764.226993592
664.785218439,2539.63786927,12616.2430726,2.15577060081,3032.74928108,1787.25781123,957.534098956
45.9032090374,7124.59057692,9333.15014809,980.367205449,3002.91628085,2037.32928636,934.463728524
-635.28519396,10783.8154726,9589.30319418,506.446789143,3858.79099827,850.738738051,77.7650211233
-92.6045012769,5345.03086031,9755.15056879,939.520739881,3163.09494156,1988.73045237,83.4489721111
515.735760075,3193.05341588,10304.5585338,107.775645828,3295.0782822,1857.2862739,884.06233018
-643.587946738,5904.32740236,9577.46311903,836.467643645,1860.07581132,1129.63347943,563.67977811
24.483717025,2655.10735076,9966.37807719,983.849269599,5228.68092705,813.049101238,817.581498987
128.293536105,2882.5313124,9409.38659307,22.6003724046,3611.29517342,2029.71856534,547.200324951
-1213.00105822,1851.92401562,9635.23827773,466.939795179,2905.91862064,1038.65691908,602.485260787
906.552833534,745.635012473,10159.3833301,359.459695154,1961.66713137,1207.26252222,630.96516758
269.604653359,1350.34227669,9915.46355666,322.878567506,6518.71195321,977.919457487,690.187735387
-433.423781761,212.277344469,14078.4279981,590.410698939,5994.83976958,682.411558074,227.615386457
-947.322130579,3681.61568491,9843.20474674,30.1770709695,3218.36728396,1885.36350973,365.332021857
437.344619569,1916.3944102,10896.5157439,528.684413005,4400.09564316,940.308677553,853.950914711
-733.622258239,4783.23877164,12890.7035672,8.34631630862,2873.94654147,1113.68826762,684.472466953
778.915157097,1850.69411313,9715.86560303,727.656740628,3015.55305161,1022.55450155,152.146127859
-528.548990202,804.338802322,8862.37739921,999.567300925,4930.25623675,1197.51464334,448.661099178
1253.48978904,2183.43594437,9882.4480644,181.255401163,6083.66514996,1087.57117697,295.063191065
782.533081738,2860.89995682,10644.9527074,558.62998309,2584.61402304,890.027805764,767.983569727
-632.109611805,2800.26000365,11450.525506,997.517513357,4804.72575011,1022.14435667,593.795376819
-327.030173615,2282.86957762,10871.2741517,472.61025912,2456.10965134,959.860485666,538.759325051
-558.529485086,2696.18395323,9705.80916051,789.662790309,2061.80209608,1256.64167068,748.98528984
355.728731018,7388.82945052,16059.915586,211.499908514,5936.56681492,1789.33220799,158.691471746
-320.351873749,2812.24229333,12836.4288918,974.840547631,3713.29062924,747.874555102,664.433008153
-349.466709708,4551.08402954,7669.82697592,866.618580455,3307.84624614,1291.48387437,985.520918608
-472.682197594,2506.92943121,9713.78495185,723.007019729,2287.59744183,1883.13093246,113.067786583
833.133245173,7656.74143888,13151.1980194,1.41417386501,3325.16931214,2482.59302207,878.999594423
-139.500989763,5339.9883876,8999.88436019,840.824838763,2190.85525951,1580.02868032,539.903012134
114.17566498,3846.56705604,8514.7860306,0.0137328359592,4658.34594593,707.295510859,238.382047619
322.135365634,561.537815778,11626.2841903,50.9704459317,3881.53057096,1220.77843713,311.41693771
-1094.94503281,3108.23726251,8555.03757865,872.044745704,3817.79300446,1034.07694482,622.576257144
1305.74609962,821.816138944,9061.13457119,861.014777725,4355.24778229,1038.68346235,201.215334089
1331.31372572,1080.61780055,9556.16750145,288.047476054,2657.0767325,631.689680999,805.329506567
549.698767055,3975.55296399,10014.7892293,188.484114399,2907.37860402,1139.26395943,287.085833621
-655.419769475,4676.44849025,8817.67966341,966.688794091,3600.48129581,851.808341446,862.063644168
391.685966226,3964.77811461,8386.37371582,0.000830406354558,3673.7572316,2237.48987669,493.733105759
-285.052734701,10385.4206082,10795.5019169,975.689865373,3696.53499596,1216.78609205,839.853514783
952.511762902,1152.95109597,14381.8902452,330.40671134,4195.01227464,977.563454039,723.152839804
-973.93344913,1592.77867506,11259.0543642,690.0749556,3698.53049396,964.062808708,410.164846676
72.5433211469,6696.72007432,11602.6378828,145.753865583,3846.17437467,926.875056602,446.682891797
-1607.66837115,2066.76193459,8746.29701097,43.05626464,4537.40302848,2322.32368333,45.7481446039
-255.2001094,2108.00475384,8645.81343626,793.76612264,3252.98651303,1038.82449089,367.024533775
-161.080761904,1587.33008968,8802.37225063,398.522708759,3004.11969537,844.399223471,713.869588817
388.810214629,2541.96165101,8004.34345166,863.586199495,4413.87229716,994.592258404,428.181549903
1041.51676612,6036.18989428,16992.6523562,49.0162892908,3457.60690504,1297.01303566,195.831843684
-1042.03362691,5169.58440611,12297.4361099,503.928499611,5398.3983281,821.309795454,633.01213886
-448.226113683,1215.49658229,6622.99803605,46.6651426944,4498.293723,867.878496186,301.827138565
-433.859973911,13394.4288694,9173.32466291,839.66578048,6259.06096332,783.803054689,843.429976133
-482.47707394,1989.66614832,12629.7286057,387.991832438,4018.20614472,856.333901219,667.400477459
-345.682605441,209.496571881,10909.1235149,13.8330102119,1844.78896467,946.322814225,740.14065798
553.3205762,2396.65972918,9114.55330607,30.46441573,2899.5557932,1162.55727932,582.568217055
-133.432268213,6270.6803288,11646.6998244,155.534653953,5593.99592104,1093.73552341,831.157110274
558.238802187,743.996972679,13312.310955,773.912074779,2920.6109675,1188.52844749,334.732076316
-18.9234097967,3320.68149573,11181.6260931,183.31193108,1785.42566789,1222.50473392,885.566498064
1421.96983313,2011.53908038,8617.56820787,806.351812695,6227.82407542,1049.71727212,252.859056131
240.878546647,6919.42685609,8192.10472129,999.131876515,1989.06282762,959.461652095,489.315959582
-209.535994558,5301.7251515,9188.96164423,975.569807468,3071.09050922,938.362989808,290.398132226
868.858215661,7637.89873613,11098.3163895,657.844177498,3317.89628361,1885.07414684,728.435152251
192.505601422,6911.14419325,9744.50112765,646.826989935,3802.12197096,922.469639039,444.152652357
-217.516021269,3863.24682081,9920.56895749,597.44389506,5415.27534203,2018.77591915,114.772656297
-132.508001868,3302.44315437,8637.93014948,616.497633922,2218.66029326,1202.79540206,210.849732735
-1142.2235351,385.733455104,8204.38568009,914.792544355,4372.83931842,867.262096433,655.704215136
-1369.66445165,3334.63836803,8564.20884317,947.450633323,2856.33478452,908.785310972,622.431464495
1211.0144095,1720.36041548,10041.6696757,98.4579057773,3976.52501252,2131.81285372,718.746804701
639.772120997,3146.95369783,10369.3055599,852.525201459,3365.38964644,965.693785412,198.97249492
409.902145892,1616.48938259,11119.2747248,578.648727374,4112.82352144,1516.4684726,273.940172553
678.131016513,2882.48600462,11753.1930161,275.722944722,2346.39863112,761.531473033,473.383674262
792.142750765,906.515346037,9198.04973276,3.71939012313,3942.91072946,1776.85796392,17.8719904438
1412.56572404,2932.39069806,11628.5943576,599.376482182,2670.50793188,2106.56871755,74.5576833411
831.522353041,5656.47329819,9027.38836057,18.226239317,4324.4268724,983.488829254,691.256126349
318.157756575,5596.82064958,13584.1729719,51.9614578651,3685.83624794,1094.12442314,883.961129971
-1120.08621952,6002.11404308,11345.0396862,123.436263782,4464.38657111,847.579082622,752.178879591
-373.328880187,8703.20745235,11828.9978418,977.017133085,1584.02403339,1106.06523095,720.251241336
-201.578876279,5810.04012506,11027.7427753,0.00369322209241,3381.50702145,1430.79723612,665.769508467
408.856224883,4169.37576848,8887.86504975,5.35858342552,1854.8033133,1967.49313267,806.061690773
-2073.13498725,3248.90555099,10158.6874669,814.757192275,3208.41526979,1093.70449156,975.681756178
-2019.27005371,369.890099302,10692.6054421,41.0323211053,3291.3251534,1177.69009248,441.426841999
-410.982795345,4939.39783492,11377.4676364,129.046952849,3969.94999122,1185.92475645,195.570885975
1352.27759736,1614.45578341,9036.77947677,1.47253564751,2999.92820229,725.708245775,420.26306648
461.826323224,2892.09479408,8562.89731893,60.8698750462,3739.15032777,846.911058223,838.286932757
328.189222389,2708.57468777,11454.3126419,410.749303314,3261.94157408,1079.47925068,654.427205026
15.8687474892,1867.93143725,8790.25965133,993.43724686,2646.44721083,1924.52312856,248.461346414
-1620.67107954,1340.03183606,11794.450609,0.635280249893,3799.20141362,2133.05446389,294.557637686
459.460991462,1275.22882759,7182.87156172,647.206222962,3661.02133509,902.068175495,694.869984833
1052.35599474,1366.3642677,8565.50045289,954.441724216,4294.60010449,1004.15200732,625.795656619
-466.360492581,3498.83444413,8357.05789645,577.871313519,2034.90675914,967.756035773,102.054488444
-340.541622234,3587.77217783,8994.19118967,983.053321645,3587.70493293,854.824917639,109.403105926
-441.040912533,1841.77064112,12291.6772028,96.0028784673,3584.70656277,1005.9665418,732.077955833
-527.427502138,2907.0637735,7362.47111576,542.753341549,2765.02334281,1111.31457063,403.670032589
25.3007206466,1731.46155088,8844.18487909,83.7681961072,2652.00591332,888.193731834,408.249802747
-663.566429224,8408.73532724,9193.14171448,2.24189513498,1289.67640904,896.990476578,489.180788089
807.81632728,1921.96521871,11269.1599252,1.32407962533,6408.96405122,1101.63697916,635.463765846
1279.0410434,11506.3994434,5951.88223598,838.684171355,2478.78429821,789.61194677,752.525871564
1057.84551847,2473.18421138,11406.8554146,965.361239595,3005.92429896,1036.12736252,129.648245715
709.777909592,1731.3507152,9977.92616186,738.787158079,6421.70409869,2136.27517706,366.260210493
207.547326094,3550.2744945,11704.3550626,437.982782864,3468.29700349,1018.90681288,489.280316024
670.225162707,1488.82572241,8332.43424794,390.759686026,4363.10943702,1362.59945372,583.910568445
1424.4213249,16304.6858295,9225.0859137,418.017647146,2183.60660092,958.401034002,961.949711872
1253.70107056,1073.48401509,12076.9558331,569.238339435,3019.79052225,1755.44722972,173.620378529
272.932629996,2890.39826815,8711.64118351,26.1437730185,2531.44778488,868.955412373,231.14822176
882.75576535,4214.36349875,11523.2996815,30.6063194531,2468.87209434,2058.42883955,234.202715328
70.2831570164,7721.19536285,8993.01375719,9.308069167,1855.88461662,970.074593043,465.659615496
-1830.32255528,1548.18124023,9798.09820786,667.306155533,5264.44656157,954.53852089,285.340670184
1459.2671448,3728.75870808,9508.0257704,899.492898651,5137.81834566,813.434281993,284.845321842
1544.57788066,9633.39086305,7240.05697128,844.484600219,2700.40163776,1374.75097894,411.647104972
480.874078144,1922.92402052,8804.62486719,158.057979897,3044.64030512,1005.57128194,184.14983895
518.295307279,3178.3815858,10055.4899215,925.021158054,3906.90755377,1193.0105334,763.206436677
890.461867092,723.053668357,11544.6614383,557.674942517,3130.10367479,2180.70606853,968.147005939
-2635.01190808,5810.93891502,12774.0124777,990.53926777,4891.78878802,2185.03689874,865.899699162
-27.275478497,973.440245266,8591.33561512,295.292551898,4770.51142957,1048.87106082,416.823137719
-1033.19222504,2946.22510632,12255.9293019,763.945935087,4690.58356453,1103.59655726,628.45292187
-953.720525095,2075.95134301,10152.8858967,6.01585261395,5022.6386122,2366.65507818,608.340530327
-771.935181424,8184.4566312,7833.16946067,939.28709171,4823.19326162,752.995123618,370.950028796
298.128542137,727.261649717,9508.96504471,998.623255218,1832.85435523,853.367711415,243.358193862
-566.999919578,6700.65958629,8289.41366736,9.22697250499,5577.38025786,1154.0843221,155.355227199
1216.00372149,4075.27720449,10641.227233,400.719335907,2949.07145087,1949.62737658,285.649992395
-246.145871149,10937.6899521,8395.37423871,956.818896995,5465.51176313,1951.45634217,352.355767723
-637.791847166,1387.56639386,9903.03836969,706.143153044,3745.95451798,1243.91129554,607.04158108
917.728321855,19532.8537474,13213.2234442,239.541100742,3895.53296864,1195.37889324,752.756036977
867.354431404,4458.15612119,7860.2132101,709.221929207,3591.07151708,1073.06836821,140.996125232
-447.814489698,5287.74389594,11312.5952273,247.570957723,6548.19773565,1095.59952113,469.50498567
-387.178063292,12194.5469367,10065.5338653,9.79518895987,5086.68820254,1454.95429485,384.966731523
2323.28027004,2520.91110566,11596.1625003,1.24752279035,3846.1048689,840.420796179,352.306421044
339.009085239,8468.38130525,11747.3041414,451.790704046,2202.99577998,1706.14729944,732.432756992
609.014882306,3666.71613775,11186.9611092,964.457910965,4332.33474421,2255.43625024,792.521253365
-251.850527771,3379.82101876,9775.35785078,14.8599688678,3941.90406452,871.450781383,86.7036892709
-846.859923476,5372.26675201,9389.15868339,769.736456277,3813.6357904,1036.09006368,727.684590448
1125.61830528,528.067516765,8878.69042164,819.964788252,4091.11093266,1969.33979439,96.7721570183
-30.8539326628,2590.45564082,9326.40317385,996.602295212,5268.20949244,1236.01287663,441.250215408
1751.04402596,4614.37486727,11492.3642592,149.845738773,2844.79363,971.134811783,695.942016348
2323.44197767,2855.57444925,11048.7792101,992.304097345,1670.54324143,677.79986563,30.7156373598
-754.656386603,823.78061375,6442.43912941,984.130944995,3040.41095901,1126.80860026,100.657918247
-2640.36594625,5659.65016961,9703.35376474,940.074843385,3001.97976014,735.493710835,795.949872868
-30.4388481702,10934.5299583,15265.1516406,702.839555695,2688.87344638,1002.6131638,823.185640358
-699.727201782,3877.84549863,8085.72824752,570.616823512,2389.89306261,1000.92232908,192.356239866
-1113.87010178,900.006120258,11956.7421871,999.860984321,6002.76511487,2289.44849875,175.841264405
23.9866060487,2027.55858933,8471.7314061,204.937832514,2282.59434724,1760.21405496,525.110266862
-673.994560014,2836.9867761,11761.8501839,242.675038442,3641.82287811,595.780615653,929.046026102
630.36249491,5970.34479789,11390.8863331,701.305653996,5767.18479484,839.014092847,206.951098916
-568.17490671,4722.81071451,8209.42705686,583.071814059,2595.7407332,574.043876939,61.1783003897
734.907869387,2380.77303608,8621.65377085,91.3729038951,3515.95018355,967.531236866,690.128698149
825.756821954,9537.77874582,10153.0510537,528.047098749,5680.26429021,1299.52790004,635.150668663
-213.757953715,2531.71266162,8545.44719369,229.662306849,6125.43096445,894.443572062,174.13754477
2289.82622941,6895.55892138,9099.70986134,999.759376045,2141.95597637,851.531284073,430.963622415
-1023.37659522,10868.3413934,10270.5570885,78.4984979555,3280.29450371,1362.22599508,775.577497346
-610.001537883,2163.10861811,13397.0957963,928.479988295,3696.78786672,871.05926065,531.90550138
-840.230567618,4119.21186899,11167.6426978,999.363406952,2393.34596532,1869.00987236,267.507779779
887.046934984,4318.3030763,7734.01828081,336.441027811,2260.5992823,1078.59222279,457.798446916
-937.315135196,2573.37090053,12839.8867334,0.641209089673,3656.2363393,1161.70273037,462.550277814
567.596854658,3079.99239538,7457.54297055,7.57526888212,4366.48861231,1021.82225005,630.930041814
-2825.0090518,3841.07059874,9419.11452535,987.125855309,4812.18840408,2201.88548509,534.188048243
-1123.62966352,1420.64408827,12892.4176144,0.136246812553,4822.82174082,1033.98805715,959.559588688
682.940449446,7359.50313377,11048.7152594,999.481755608,3898.19590772,951.191908513,574.633086077
-403.8130159,4870.69203989,10208.1344406,980.040284988,1867.71503282,1026.91151285,307.812516693
712.461959992,876.496480625,9031.24984207,3.17562104653,3257.46323421,2057.48672361,697.830214784
54.5938838814,929.66060842,9423.6296231,15.1134804196,2729.82393704,538.963452938,372.129224846
185.641787983,4414.57832826,10172.5633295,904.041641811,4344.66988085,1012.14140087,224.830996548
-1999.61083888,3498.6475404,13695.98324,104.827979671,4929.84792311,1032.57068586,132.999754913
229.000131688,2224.70095166,10789.4238023,749.297388946,4430.04005819,727.862357765,610.509391561
787.869540304,3572.38059723,10822.4024099,0.00601802163737,3214.7890854,992.400668269,880.515235111
-1865.23615687,7095.67948089,10770.778506,856.697122779,1759.51152794,2192.83862149,382.41805068
891.270535735,4784.77223473,9759.74011291,803.114923534,3988.49571558,1200.66725295,327.955144726
-226.71629508,1722.22002223,8062.12905422,21.0848962794,7176.90045916,710.749679135,661.387920036
-265.67706758,6246.36213846,10300.2243343,926.810395101,3639.7606587,2334.02347785,577.998560197
-109.950974373,6160.17805725,10964.198336,9.94207089692,5101.11894635,2324.85628542,402.635580416
-545.96700828,4099.06295658,9706.5561033,72.3321946843,1805.39123818,2077.89516466,137.612943852
845.621910653,1498.8754746,12889.6796097,751.146986187,2047.05458556,946.087057224,445.709800643
463.584200548,2519.78120129,13254.8815162,847.516779565,3493.9175012,769.475977373,971.240683736
-1133.38833635,5331.72335697,5178.89546209,511.199116553,4013.07067995,636.694598225,627.131154059
1297.22832429,6737.57718385,11755.0571766,465.342992907,2946.85636777,1966.30500351,80.6570605316
-1535.06490613,2298.60367447,10323.4230098,998.621074619,6275.42126023,1112.16533489,252.602145979
59.6009919168,8277.06235155,9604.75210746,92.410544483,1363.85175183,1238.43511863,913.308028097
165.883484846,2910.35058717,9473.90394372,6.4979416797,5018.11150825,2102.00008278,901.0491723
-524.867125667,8374.61753316,11080.493499,308.079509729,3477.0786587,566.51303404,503.20181838
773.937815449,3577.17248757,8718.50935153,438.103127577,3609.6271869,1144.96219659,350.692166419
-2219.41767364,1120.99032966,12931.3191191,556.504234311,2076.24714227,801.083599169,647.846099542
55.4127343266,3992.00355193,10224.2281199,298.869120281,2248.74717462,1043.2067615,481.236290669
1114.13036005,1900.23175298,7349.89704248,698.65208169,3369.6636638,837.461165003,467.268589796
419.839332591,3654.92072987,8495.88530072,955.995013228,2083.17591514,1095.17872708,744.778377824
33.4591642664,9183.25684989,11369.580623,872.700796548,3929.07462011,894.967461589,446.300574263
-656.093675444,5591.60369897,10729.7148372,968.117969846,2168.49988221,967.271047206,417.90445683
-1383.4919277,5219.99090555,9994.6229074,686.617445544,3169.86486294,943.563373852,76.9738382265
-20.7570465577,2173.00800882,4688.725069,176.415651401,4254.20182515,2232.8578856,8.92238739695
-411.546933126,713.652325129,10258.0951627,957.937378073,3565.29071867,2137.53919584,437.625403517
662.282706015,2892.67562485,7858.07280036,139.596373395,7287.41083819,713.869371168,701.502054147
2165.92131368,853.422432508,9896.9325829,5.93912677581,2056.98078252,899.117630966,488.720676126
929.514553733,3022.84434386,9010.49828683,699.789507565,1569.86843019,772.107402184,50.165305871
251.686821201,2357.98957613,8980.01162543,449.741940202,2808.17464817,974.977021312,173.896757098
-80.5654782721,281.90097258,8626.97865459,57.1637831542,2576.28030997,840.255701665,299.020871321
1295.9605611,6515.8348254,11302.6689279,79.9110209182,3633.58572288,857.410640713,504.734346767
194.717667569,1391.53962302,10501.68426,640.385046059,4303.76247468,1026.63862424,129.474052167
560.159338039,3475.03401773,8501.49682169,84.8693712814,6888.73710921,2001.11027648,148.731425335
-1030.59790976,3152.68671793,11737.4891264,374.481820344,2100.5471042,867.019315193,317.784141356
1568.02678355,725.43539858,8533.14651242,111.877362038,3069.23299479,1279.32171065,218.853933405
-1323.81158481,9570.55365887,8663.02819347,744.689066036,2782.94361001,768.23261963,417.598547057
898.768398126,750.962510587,9264.07309856,565.484292242,3820.31552998,905.704406828,81.1252392154
-377.966326923,1916.65294053,11020.3906627,892.403010441,4729.6471819,889.62248092,655.577921158
-756.346715789,2559.71618051,14086.1829558,925.088068214,4389.55390674,987.7504729,248.681873066
-1144.52244586,8689.73603247,8374.68824329,256.023675933,1797.98945075,2038.19516761,359.756964444
51.2540520529,7638.43066489,11291.7731119,773.39347385,4573.75479535,863.817863181,484.142818743
668.477405376,1293.11800446,11477.6815561,541.038588725,3977.14069065,705.66167903,556.203661489
-1016.54862803,331.51505153,9002.29869658,93.8771580033,2697.15960116,583.253442774,321.720837773
703.368482098,6355.96913269,8261.12287532,998.854773389,5281.45060168,1283.27702697,180.217093825
-780.77060275,2781.21228333,10906.7912031,118.50724257,2070.80587407,1057.23292034,869.39540899
1199.17491941,4448.35479396,11050.0675429,949.111961246,4769.97377407,1014.07971612,401.336789327
-1623.64093783,6704.12244147,8849.68472328,39.9334891609,3572.41837864,1084.29061874,915.030133203
237.111773204,2135.55930423,12528.5763492,0.368862800251,9314.5653903,1027.98846364,258.042970844
-1555.41314295,6880.94368058,9085.49069367,796.560433594,2722.41685174,959.069136554,226.191499854
-136.397274186,2326.15329859,11121.9696046,981.208369769,1882.45483069,1194.4529607,85.7379055432
1024.78897367,10590.7094852,11245.7166458,793.241180775,3368.5220602,1167.07290287,926.344539187
7.5772563792,4958.97738676,13165.3724416,960.223856288,3330.68741155,1090.41126589,106.746290989
2199.78130379,6187.86619861,7895.84026005,991.956289063,3738.30100613,2172.39606201,319.929735944
-286.664416534,7194.30956296,10721.4027226,936.371688777,5689.05124854,1139.09592086,66.5703817825
-277.356188265,2397.65062358,12887.2239849,591.541145049,3561.53054751,2328.03264909,984.786626408
543.070767341,909.673027549,10998.0720045,728.818789828,3242.86878231,811.639948456,667.678220621
964.656264349,9204.11678102,8478.84281248,45.699171624,3323.5595558,935.106790908,117.619297553
1740.17592582,8600.69143144,9291.92201309,480.326155745,2028.39844076,1191.46848189,465.805942059
82.5027985362,2454.20789724,9768.03854063,528.294704811,2473.63159815,2167.13268641,436.396781575
-87.5279594661,2664.28569008,10837.2630097,37.4767064129,3006.21678662,1880.05263395,267.979817233
1076.55931577,1371.22304726,7906.78335981,331.987895746,3188.75171369,1976.84936912,312.891826428
-596.61496959,2945.52773883,10115.8609377,24.9585356728,3746.26489422,2215.69557628,170.744774615
