id,age,employer_type,education,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,salary_over_50k
3675,24,Private,Dropout,Not-Married,Sales,Not-in-family,White,Female,0,0,35,0
3676,24,Private,Dropout,Never-Married,Blue-Collar,Unmarried,Other,Male,0,0,40,0
3677,24,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
3679,50,Private,HS-Graduate,Not-Married,Sales,Not-in-family,White,Female,0,0,40,0
3680,37,Private,Bachelors,Married,Sales,Husband,White,Male,15024,0,40,1
3682,18,Private,HS-Graduate,Never-Married,Sales,Own-child,White,Female,0,0,25,0
3683,24,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
3684,18,Private,HS-Graduate,Never-Married,Sales,Own-child,White,Male,0,0,20,0
3685,38,Self-Employed,Masters,Married,Professional,Husband,Asian,Male,0,0,40,0
3686,66,Self-Employed,HS-Graduate,Widowed,White-Collar,Not-in-family,White,Male,0,0,86,1
3689,23,Private,HS-Graduate,Not-Married,Service,Not-in-family,White,Female,0,0,26,0
3691,46,Private,HS-Graduate,Not-Married,Blue-Collar,Not-in-family,White,Female,14344,0,40,1
3692,64,Self-Employed,Masters,Married,Sales,Husband,White,Male,6418,0,65,1
3693,36,Private,Bachelors,Married,Admin,Wife,Asian,Female,0,0,40,0
3694,31,Federal-Govt,HS-Graduate,Married,Other,Husband,Black,Male,0,0,40,0
3697,35,Private,HS-Graduate,Not-Married,White-Collar,Own-child,Black,Female,0,0,40,0
3698,68,NULL,Dropout,Married,NULL,Husband,White,Male,0,0,60,0
3702,26,Private,Associates,Not-Married,Blue-Collar,Unmarried,White,Female,0,0,30,0
3704,43,Private,Masters,Married,Other,Husband,Asian,Male,0,0,40,1
3706,20,Other-Govt,HS-Graduate,Never-Married,Professional,Own-child,White,Male,0,0,38,0
3707,39,Private,Masters,Not-Married,Service,Not-in-family,White,Female,0,0,50,1
5801,38,Other-Govt,HS-Graduate,Married,Other,Husband,White,Male,0,0,40,1
5802,52,Private,HS-Graduate,Married,Admin,Wife,White,Female,7688,0,40,1
5803,47,Self-Employed,HS-Graduate,Married,Sales,Husband,White,Male,0,0,55,1
5805,53,Private,Bachelors,Never-Married,Sales,Unmarried,White,Male,0,1669,50,0
5806,43,Private,HS-Graduate,Never-Married,Blue-Collar,Unmarried,Black,Female,0,0,40,0
5808,39,Private,HS-Graduate,Not-Married,Blue-Collar,Not-in-family,White,Female,0,0,37,0
5813,25,Other-Govt,Bachelors,Never-Married,Professional,Not-in-family,White,Female,0,0,55,0
5817,37,Private,HS-Graduate,Married,Admin,Husband,White,Male,0,0,40,0
5819,28,Private,HS-Graduate,Married,Service,Own-child,White,Female,7688,0,40,1
5821,28,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,Black,Male,0,0,48,0
5826,27,Private,Masters,Never-Married,Other,Own-child,White,Male,0,0,50,0
5827,54,Private,HS-Graduate,Not-Married,Admin,Not-in-family,White,Female,0,0,45,0
5828,66,Self-Employed,Prof-School,Never-Married,Professional,Not-in-family,White,Male,0,0,20,0
5829,41,Private,Dropout,Not-Married,Blue-Collar,Unmarried,White,Male,0,1719,40,0
5830,46,Other-Govt,Bachelors,Married,Professional,Husband,White,Male,3103,0,50,1
5832,51,Private,Associates,Married,Professional,Wife,White,Female,0,0,40,1
5833,26,Private,HS-Graduate,Never-Married,Professional,Not-in-family,White,Male,0,0,40,0
5835,38,Other-Govt,HS-Graduate,Married,Admin,Husband,White,Male,0,0,27,0
5836,30,Private,HS-Graduate,Not-Married,Blue-Collar,Unmarried,Asian,Male,0,0,40,0
5839,56,Other-Govt,Masters,Married,Professional,Husband,White,Male,0,0,50,1
5840,41,Self-Employed,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,96,0
5841,42,Private,Bachelors,Not-Married,Service,Not-in-family,White,Male,0,0,40,0
5843,33,Private,HS-Graduate,Married,Service,Wife,White,Female,0,0,40,0
5844,43,Private,HS-Graduate,Not-Married,Other,Not-in-family,White,Male,0,0,45,0
5846,45,Private,HS-Graduate,Not-Married,Admin,Unmarried,White,Female,0,0,40,0
5847,38,Private,HS-Graduate,Married,Sales,Husband,White,Male,0,0,70,1
5849,33,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,0
5850,27,Private,HS-Graduate,Married,White-Collar,Husband,White,Male,0,0,45,1
5851,33,Private,HS-Graduate,Not-Married,Blue-Collar,Unmarried,Black,Female,0,0,40,0
5855,57,Other-Govt,HS-Graduate,Married,Professional,Husband,White,Male,0,0,40,1
5857,52,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,70,0
5858,36,Other-Govt,HS-Graduate,Married,White-Collar,Husband,White,Male,0,0,50,0
5861,51,Federal-Govt,HS-Graduate,Married,White-Collar,Husband,White,Male,0,0,40,1
5862,31,Private,HS-Graduate,Not-Married,Sales,Unmarried,White,Female,0,0,40,0
5863,56,Private,Dropout,Married,Sales,Husband,White,Male,0,0,55,0
5865,38,Private,HS-Graduate,Never-Married,Sales,Unmarried,White,Female,0,0,40,0
5867,40,Private,HS-Graduate,Married,Professional,Husband,White,Male,0,0,40,1
5868,23,Private,HS-Graduate,Never-Married,Other,Other-relative,White,Female,0,0,40,0
5870,36,Other-Govt,Bachelors,Married,Admin,Wife,White,Female,0,0,40,1
5873,35,Private,HS-Graduate,Never-Married,Admin,Not-in-family,White,Female,0,0,38,0
5875,46,Private,Doctorate,Married,Professional,Husband,White,Male,0,0,40,1
5876,57,Private,HS-Graduate,Married,Service,Husband,White,Male,0,0,30,0
5877,20,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,20,0
5878,30,Private,Dropout,Not-Married,White-Collar,Unmarried,White,Female,0,0,40,0
1413,45,Other-Govt,Associates,Married,Professional,Husband,White,Male,0,0,40,1
1414,28,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,48,0
1415,43,Private,Bachelors,Not-Married,Admin,Unmarried,White,Female,0,0,35,0
1416,18,Private,HS-Graduate,Never-Married,Service,Own-child,Black,Female,0,0,15,0
1417,34,NULL,HS-Graduate,Not-Married,NULL,Not-in-family,White,Male,0,0,40,0
1419,21,Other-Govt,HS-Graduate,Never-Married,Service,Own-child,White,Male,0,0,40,0
1422,61,Private,HS-Graduate,Not-Married,Service,Not-in-family,White,Female,0,0,40,0
1423,23,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,0
1424,44,Other-Govt,Masters,Not-Married,Professional,Unmarried,White,Female,0,0,40,0
7892,70,NULL,Dropout,Married,NULL,Husband,White,Male,0,0,8,0
7894,28,Private,HS-Graduate,Never-Married,Admin,Not-in-family,White,Male,0,0,44,0
7895,75,NULL,HS-Graduate,Widowed,NULL,Not-in-family,White,Female,2964,0,14,0
7896,41,Private,HS-Graduate,Not-Married,Admin,Unmarried,White,Female,0,0,40,0
7897,48,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,1
7900,64,NULL,HS-Graduate,Not-Married,NULL,Not-in-family,White,Female,0,0,20,0
7901,37,Private,HS-Graduate,Married,Sales,Husband,White,Male,0,0,50,1
7902,51,Other-Govt,HS-Graduate,Widowed,Service,Unmarried,White,Female,0,0,40,0
7903,51,Private,Masters,Married,Professional,Husband,White,Male,0,1740,40,0
7904,57,Other-Govt,Masters,Married,White-Collar,Husband,Black,Male,0,0,40,1
7905,29,Private,Associates,Never-Married,Admin,Own-child,White,Female,0,0,40,0
7906,28,Private,HS-Graduate,Never-Married,Blue-Collar,Other-relative,White,Male,0,0,20,0
7907,26,Other-Govt,Bachelors,Married,Admin,Husband,White,Male,3942,0,7,0
7908,33,Private,Masters,Married,Professional,Husband,White,Male,0,0,45,0
7910,30,Private,Bachelors,Married,Professional,Husband,White,Male,0,1977,50,1
7911,45,Private,HS-Graduate,Married,Blue-Collar,Husband,Asian,Male,0,0,45,0
7912,20,Private,HS-Graduate,Married,Service,Husband,White,Male,0,0,28,0
7913,36,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
7915,29,Private,HS-Graduate,Married,Admin,Husband,White,Male,0,0,48,1
7916,18,Private,Dropout,Married,Sales,Wife,Other,Female,0,0,20,0
7917,45,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,60,0
7919,66,Self-Employed,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,25,0
7920,49,Private,HS-Graduate,Not-Married,Sales,Not-in-family,White,Female,0,0,40,0
7921,45,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,40,0
7922,22,Private,HS-Graduate,Never-Married,Service,Unmarried,White,Female,0,0,20,0
7923,29,NULL,HS-Graduate,Never-Married,NULL,Own-child,White,Male,0,0,20,0
7924,20,NULL,HS-Graduate,Never-Married,NULL,Own-child,White,Male,0,0,2,0
7925,22,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,48,0
7926,21,NULL,HS-Graduate,Never-Married,NULL,Own-child,White,Female,0,0,40,0
7929,41,Other-Govt,Masters,Married,White-Collar,Wife,Black,Female,0,0,40,0
7931,41,Private,HS-Graduate,Not-Married,Blue-Collar,Not-in-family,White,Female,0,0,40,0
7932,61,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
7933,64,Private,Masters,Married,Professional,Husband,White,Male,0,0,45,1
7934,18,Private,HS-Graduate,Never-Married,Service,Own-child,White,Female,0,0,40,0
7936,36,Private,HS-Graduate,Not-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,0
7941,21,Private,HS-Graduate,Never-Married,Service,Own-child,Black,Male,0,0,70,0
7942,52,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,60,0
7943,31,Private,Dropout,Not-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,0
7944,66,Self-Employed,Dropout,Married,Sales,Husband,White,Male,0,0,20,0
7945,50,Federal-Govt,HS-Graduate,Not-Married,Sales,Other-relative,Native American,Female,0,0,40,0
7947,19,NULL,HS-Graduate,Never-Married,NULL,Own-child,Black,Male,0,0,10,0
7949,33,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
7951,20,Private,HS-Graduate,Never-Married,Admin,Own-child,White,Female,0,1719,30,0
7953,41,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,45,1
7954,22,Self-Employed,HS-Graduate,Never-Married,Service,Own-child,White,Female,0,0,50,0
7956,39,Private,Bachelors,Married,Sales,Husband,White,Male,7298,0,40,1
7957,63,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
7958,25,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,47,0
7964,47,Other-Govt,Doctorate,Not-Married,White-Collar,Own-child,Asian,Male,2354,0,45,0
7965,33,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,0
7966,21,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,Other,Male,0,0,32,0
7967,22,Private,HS-Graduate,Married,Other,Own-child,White,Male,0,0,40,0
7969,59,Private,Bachelors,Not-Married,Professional,Other-relative,Black,Female,2202,0,37,0
7970,24,NULL,HS-Graduate,Never-Married,NULL,Own-child,Black,Female,0,0,15,0
7971,42,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,7298,0,40,1
7972,33,Private,HS-Graduate,Married,Professional,Wife,White,Female,0,0,40,0
7974,27,Private,HS-Graduate,Married,White-Collar,Husband,White,Male,0,0,40,0
7975,36,Self-Employed,Masters,Never-Married,Professional,Not-in-family,White,Female,0,0,60,1
7976,40,Private,Associates,Married,White-Collar,Husband,White,Male,0,0,40,1
7978,36,Private,HS-Graduate,Not-Married,Sales,Not-in-family,White,Male,0,0,50,0
7979,36,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,0
7981,48,Other-Govt,HS-Graduate,Not-Married,Blue-Collar,Unmarried,White,Female,0,0,25,0
7982,43,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,1
7983,43,Private,Dropout,Not-Married,Blue-Collar,Not-in-family,Other,Male,0,0,40,0
7984,41,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,1887,50,1
7985,29,Self-Employed,HS-Graduate,Married,Service,Wife,White,Female,0,0,30,0
7986,31,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,Black,Male,0,0,30,0
6371,51,Self-Employed,Masters,Married,Professional,Wife,White,Female,15024,0,55,1
6373,67,Self-Employed,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,12,0
6376,60,Private,HS-Graduate,Married,Other,Husband,White,Male,0,0,40,0
6377,26,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,40,0
6378,35,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,0
6380,67,Private,Associates,Not-Married,Other,Not-in-family,White,Female,0,0,40,0
6381,31,Self-Employed,HS-Graduate,Married,Blue-Collar,Own-child,White,Male,0,0,40,0
6382,49,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,7688,0,40,1
6386,40,Private,HS-Graduate,Not-Married,Sales,Unmarried,White,Female,0,1741,40,0
6388,19,Other-Govt,HS-Graduate,Never-Married,Admin,Own-child,White,Female,0,0,8,0
6389,53,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
6392,47,Private,HS-Graduate,Not-Married,Admin,Unmarried,White,Female,0,0,42,0
6397,56,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,40,1
6398,24,NULL,Bachelors,Never-Married,NULL,Not-in-family,White,Female,0,0,40,0
6400,57,Private,Dropout,Not-Married,Service,Not-in-family,Black,Male,0,0,54,0
6406,26,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,0
6407,31,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Female,0,0,40,0
6409,39,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,60,0
6410,31,Private,Associates,Married,White-Collar,Husband,White,Male,0,1902,38,1
1007,34,Self-Employed,Associates,Widowed,White-Collar,Unmarried,White,Female,0,0,40,0
1008,41,Federal-Govt,Masters,Married,Professional,Husband,White,Male,0,0,50,1
1014,48,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
1016,29,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,45,0
1017,33,Private,Associates,Married,Other,Husband,Asian,Male,0,0,10,0
1022,41,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,50,0
1023,29,Federal-Govt,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,40,0
1024,20,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,0
1025,53,Federal-Govt,Bachelors,Married,White-Collar,Husband,White,Male,7298,0,40,1
1027,28,Private,Bachelors,Married,Service,Wife,White,Female,0,0,35,0
1029,57,NULL,Dropout,Not-Married,NULL,Not-in-family,White,Male,0,0,40,0
1030,23,Private,HS-Graduate,Never-Married,Admin,Own-child,White,Female,0,0,40,0
1031,25,Private,Associates,Married,Other,Husband,White,Male,0,0,56,1
1034,77,Private,HS-Graduate,Widowed,Admin,Not-in-family,White,Female,0,0,40,0
1035,32,Private,HS-Graduate,Not-Married,Service,Not-in-family,White,Male,0,0,40,0
1036,40,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,1
1037,67,Private,HS-Graduate,Widowed,Admin,Not-in-family,White,Female,0,0,40,0
1038,35,Private,HS-Graduate,Married,Service,Wife,Asian,Female,0,0,40,0
1039,24,Other-Govt,Masters,Never-Married,Professional,Own-child,White,Female,0,0,40,0
1040,53,Other-Govt,Doctorate,Married,Professional,Husband,White,Male,0,1902,50,1
1042,44,Other-Govt,HS-Graduate,Not-Married,Other,Own-child,Black,Female,0,0,40,0
1043,25,NULL,Dropout,Not-Married,NULL,Unmarried,White,Female,0,0,40,0
1044,17,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,20,0
6562,17,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,15,0
6564,42,Private,Associates,Married,Other,Husband,White,Male,7298,0,40,1
6565,35,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,1
6566,45,Private,Bachelors,Not-Married,Admin,Not-in-family,Asian,Female,0,0,40,0
6567,50,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
6570,17,Private,Dropout,Never-Married,Sales,Own-child,White,Male,0,0,6,0
6572,43,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,1
6574,37,Private,HS-Graduate,Not-Married,Blue-Collar,Other-relative,White,Male,0,0,12,0
6575,52,Other-Govt,Dropout,Married,Service,Husband,White,Male,0,0,40,0
6576,22,Private,HS-Graduate,Never-Married,Service,Not-in-family,White,Female,0,0,50,0
6578,21,Private,HS-Graduate,Never-Married,Service,Own-child,White,Male,0,0,35,0
6579,45,Federal-Govt,Associates,Married,Other,Husband,White,Male,15024,0,72,1
6582,23,Private,Bachelors,Never-Married,Admin,Own-child,White,Male,0,0,40,0
6583,19,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,40,0
6584,47,Other-Govt,Masters,Married,Professional,Wife,Black,Female,4386,0,35,1
6586,24,Private,Bachelors,Never-Married,Professional,Own-child,Other,Female,0,0,10,0
6588,55,Private,Doctorate,Married,Professional,Husband,White,Male,0,0,56,1
6589,58,Self-Employed,HS-Graduate,Married,Sales,Husband,White,Male,0,0,50,0
6590,25,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,50,1
6591,23,Private,HS-Graduate,Not-Married,Sales,Unmarried,Black,Female,0,0,35,0
6592,44,Other-Govt,HS-Graduate,Married,Blue-Collar,Husband,Black,Male,0,0,40,0
6595,19,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,0
6596,37,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
6597,22,Private,HS-Graduate,Never-Married,Sales,Own-child,White,Male,0,0,20,0
6598,25,Private,Dropout,Married,Admin,Own-child,White,Female,0,0,40,0
6599,49,Private,HS-Graduate,Married,Admin,Husband,White,Male,5178,0,40,1
6603,21,Private,HS-Graduate,Never-Married,Service,Not-in-family,White,Female,0,0,40,0
6604,22,Other-Govt,HS-Graduate,Never-Married,Professional,Not-in-family,White,Female,0,0,20,0
6605,67,Private,Dropout,Widowed,Service,Not-in-family,White,Female,0,0,12,0
6608,46,Private,HS-Graduate,Not-Married,Admin,Unmarried,Black,Female,0,0,40,0
6610,56,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,45,0
6611,65,NULL,HS-Graduate,Never-Married,NULL,Unmarried,Asian,Female,0,0,40,0
6613,20,NULL,HS-Graduate,Never-Married,NULL,Own-child,Black,Female,0,0,40,0
6615,56,Private,HS-Graduate,Married,Admin,Husband,White,Male,0,0,50,0
6617,43,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,50,0
6619,64,Private,HS-Graduate,Not-Married,Service,Not-in-family,White,Female,0,1762,79,0
6621,53,Private,Associates,Married,Admin,Husband,White,Male,0,0,45,1
6622,68,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,35,0
6623,35,NULL,HS-Graduate,Not-Married,NULL,Unmarried,White,Female,0,0,40,0
6624,24,Private,Bachelors,Never-Married,Professional,Other-relative,White,Female,0,0,40,0
6627,24,Private,HS-Graduate,Married,White-Collar,Wife,Native American,Female,0,0,45,0
6630,48,Private,Masters,Not-Married,White-Collar,Not-in-family,White,Male,0,0,40,0
6631,47,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,45,1
6632,30,Self-Employed,HS-Graduate,Never-Married,White-Collar,Not-in-family,White,Female,0,0,40,1
6633,59,Private,Dropout,Married,White-Collar,Husband,White,Male,0,0,40,1
6634,34,Private,HS-Graduate,Never-Married,White-Collar,Not-in-family,White,Male,0,1590,40,0
6635,26,Federal-Govt,HS-Graduate,Married,White-Collar,Husband,White,Male,0,0,32,0
6636,20,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,0
6637,32,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,36,0
6638,58,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,50,1
6642,39,NULL,HS-Graduate,Not-Married,NULL,Not-in-family,White,Male,0,0,65,0
6643,38,Other-Govt,HS-Graduate,Not-Married,Professional,Own-child,Asian,Female,0,0,40,0
6644,30,Other-Govt,HS-Graduate,Never-Married,Professional,Not-in-family,White,Female,0,0,5,0
6645,23,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,0
6646,27,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,60,0
6647,31,Federal-Govt,HS-Graduate,Married,Other,Husband,White,Male,0,0,72,0
6648,20,NULL,HS-Graduate,Never-Married,NULL,Own-child,White,Male,0,0,40,0
6649,58,Private,HS-Graduate,Not-Married,Service,Own-child,White,Female,0,0,40,0
6651,20,Self-Employed,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Male,0,0,20,0
6652,47,Federal-Govt,Bachelors,Married,White-Collar,Husband,Other,Male,0,0,40,1
6653,57,Self-Employed,Doctorate,Not-Married,Professional,Not-in-family,White,Female,0,0,25,0
6654,47,Self-Employed,HS-Graduate,Married,Sales,Husband,White,Male,0,0,40,0
12649,40,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
12650,36,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,50,0
12652,39,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,45,1
12653,40,Private,HS-Graduate,Not-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,0
12654,18,Private,Dropout,Never-Married,Sales,Own-child,White,Male,0,0,40,0
12655,42,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,60,0
12656,49,Private,HS-Graduate,Not-Married,Admin,Unmarried,Black,Female,0,0,40,0
12659,57,Private,Associates,Widowed,Admin,Other-relative,White,Female,0,0,40,0
12660,35,Self-Employed,HS-Graduate,Not-Married,Blue-Collar,Unmarried,White,Male,0,0,40,0
12661,21,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,50,0
524,53,Other-Govt,HS-Graduate,Married,White-Collar,Husband,White,Male,0,0,50,0
525,50,Private,HS-Graduate,Widowed,Admin,Not-in-family,Native American,Female,0,0,40,0
527,41,Self-Employed,Dropout,Married,White-Collar,Husband,White,Male,0,0,40,0
528,55,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,0,35,0
530,28,Private,Bachelors,Never-Married,White-Collar,Not-in-family,Black,Male,2174,0,50,0
531,24,Other-Govt,Bachelors,Never-Married,Professional,Own-child,White,Female,0,0,37,0
532,60,Private,HS-Graduate,Not-Married,Admin,Other-relative,White,Female,0,0,40,0
533,54,Private,Dropout,Married,Service,Husband,Black,Male,0,0,40,0
534,27,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,60,0
535,30,Private,Masters,Married,Professional,Wife,White,Female,0,0,30,0
536,54,Private,HS-Graduate,Widowed,Blue-Collar,Not-in-family,White,Male,0,0,45,0
537,44,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,5178,0,40,1
538,52,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,60,1
539,18,Private,Dropout,Never-Married,Service,Own-child,White,Male,0,0,20,0
540,55,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,50,0
541,35,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,50,1
542,37,Private,Bachelors,Not-Married,White-Collar,Not-in-family,White,Female,0,0,40,1
543,22,Private,HS-Graduate,Never-Married,Admin,Own-child,White,Female,0,0,40,0
545,38,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,60,0
546,48,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,40,0
548,21,Private,Associates,Married,Blue-Collar,Other-relative,White,Male,0,0,50,0
550,18,Private,Dropout,Never-Married,Sales,Own-child,White,Male,0,0,25,0
551,26,Private,Dropout,Not-Married,Blue-Collar,Own-child,White,Male,0,0,35,0
555,32,Other-Govt,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,40,1
556,39,Self-Employed,Bachelors,Married,Service,Husband,White,Male,0,0,60,0
558,54,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,50,0
561,32,Private,HS-Graduate,Never-Married,Admin,Own-child,White,Female,0,0,40,0
562,31,Other-Govt,Masters,Married,Professional,Husband,White,Male,0,0,35,1
564,26,Private,HS-Graduate,Never-Married,Admin,Other-relative,Asian,Male,0,0,60,0
566,73,Private,Dropout,Married,White-Collar,Husband,White,Male,0,0,54,1
567,25,Self-Employed,Bachelors,Never-Married,Sales,Not-in-family,White,Female,0,0,40,0
568,58,Self-Employed,Associates,Married,Blue-Collar,Husband,White,Male,0,2377,65,0
569,32,Private,HS-Graduate,Not-Married,Service,Own-child,White,Female,0,0,37,0
16263,22,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,0
16264,64,Self-Employed,HS-Graduate,Widowed,Blue-Collar,Not-in-family,White,Male,0,0,32,0
16266,55,Private,HS-Graduate,Not-Married,Service,Not-in-family,White,Female,0,0,32,0
16267,38,Private,Associates,Never-Married,Admin,Unmarried,Black,Female,0,0,40,0
16268,58,Private,Associates,Not-Married,Professional,Not-in-family,White,Male,0,0,36,0
16269,32,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,0,0,40,0
16271,61,Private,HS-Graduate,Married,Sales,Husband,White,Male,0,0,48,0
16273,25,Private,HS-Graduate,Never-Married,Service,Own-child,White,Female,0,0,40,0
16277,64,NULL,HS-Graduate,Widowed,NULL,Other-relative,Black,Male,0,0,40,0
16280,35,Self-Employed,Bachelors,Married,White-Collar,Husband,White,Male,0,0,60,1
3993,43,Self-Employed,Prof-School,Married,Professional,Wife,White,Female,0,0,5,1
3994,20,NULL,HS-Graduate,Never-Married,NULL,Own-child,White,Male,0,0,30,0
3995,25,Private,Bachelors,Never-Married,White-Collar,Own-child,White,Male,4650,0,45,0
3996,33,Private,Masters,Never-Married,Sales,Not-in-family,White,Female,0,0,40,0
3997,68,NULL,Masters,Married,NULL,Husband,White,Male,0,1510,30,0
3998,37,Private,Masters,Married,White-Collar,Husband,White,Male,0,0,55,1
3999,31,Other-Govt,Associates,Married,Sales,Husband,White,Male,0,0,40,1
4002,51,Private,HS-Graduate,Not-Married,Service,Not-in-family,White,Male,0,0,80,0
4003,20,NULL,HS-Graduate,Never-Married,NULL,Not-in-family,White,Male,0,0,25,0
4004,50,Other-Govt,Doctorate,Married,Professional,Husband,White,Male,15024,0,40,1
4005,19,NULL,Dropout,Not-Married,NULL,Not-in-family,White,Female,0,0,35,0
4008,61,Private,Masters,Married,Professional,Husband,White,Male,0,0,18,0
4009,43,Private,Bachelors,Never-Married,Sales,Own-child,White,Female,0,0,40,0
4011,32,Private,Associates,Married,White-Collar,Husband,White,Male,0,0,50,1
4013,27,Private,HS-Graduate,Never-Married,Service,Own-child,White,Male,0,0,10,0
4016,38,Private,Bachelors,Married,White-Collar,Husband,Asian,Male,0,0,60,1
4017,18,NULL,HS-Graduate,Never-Married,NULL,Own-child,White,Female,0,0,15,0
4021,64,Self-Employed,HS-Graduate,Widowed,White-Collar,Unmarried,White,Female,0,0,70,0
4024,40,Private,HS-Graduate,Married,Professional,Husband,White,Male,0,0,40,0
