zipf0.01,zipf0.5,zipf1,zipf1.5,zipf2,zipf2.5,zipf3
3764591017131,1,1,1,1,1,2
6980953099965,1,2,1,1,1,1
1970987575494030336,17,1,1,1,1,1
2,223,3,1,1,2,1
2,3,2,1,1,1,1
6795505931219,1,1,1,1,1,1
8416517822,1128,1,18,1,1,1
3272967808,4,19,9,1,1,1
214,1,1,1,1,1,1
53,1,11,2,1,1,1
76378035,1,1,1,1,1,1
172921796,1,4,1,2,1,1
81578480,1,2,1,1,1,1
2151971,1,9,1,1,1,1
5,1,1,3,1,1,1
355,1,1,1,1,1,1
55217852245026400,16,1,1,1,1,1
16,5,1,5,1,1,1
143638,110,1,1,1,1,1
25,1,1,1,1,1,1
14148853800026,3,1,3,1,1,1
1733,20,12,1,1,1,1
2322447208142235,2,7,1,1,2,1
26402220558453716,1,4,1,1,1,1
16530,6,1,2,1,1,1
104917941724137552,1,1,1,1,1,1
378803666333594752,1,2,2,1,2,1
399147667546075648,2,1,1,1,1,1
68235,1,2,1,1,1,1
45933939,2,1,2,1,1,1
67822119359,2,1,1,1,1,1
1218647,34,159,2,2,1,1
1732873402876619,13,1,1,1,1,1
33879039090484,28,1,1,1,3,1
1,2,32,1,1,1,1
99507839465,3,1,1,1,1,1
1114844939789485056,1,1,3,1,2,1
1737431366236783,1,1,113,1,1,1
19899073787986168,3,1,1,2,1,1
1004447073,9,10,1,1,1,1
2834,2,1,1,1,1,1
342521341940527,1,1,1,1,1,1
3028,2,3,1,2,1,1
360357,1,1,1,1,1,1
879609,137,1,6,1,1,1
33453,3,1,1,2,1,1
17031767143,7,2,2,1,1,1
84834447042722608,28,1,1,1,1,1
2479660,2,2,2,1,2,1
114766,2,1,1,1,1,1
3922527787463617024,3,1,2,1,1,1
398900,3,1,1,1,1,1
128865690628861296,1,12,1,1,1,1
3,2,1,1,1,1,1
668740,6,1,1,1,1,1
1403055516824706,1,1,1,1,2,1
3214620776757918208,9,1,2,1,2,1
5023359019,1,1,1,1,1,1
133211548468398704,1848,1,5,1,1,1
1729451567244,1,3,1,1,1,1
8314756632865,26,1,1,1,12,1
6957378627210661,7,1,1,1,1,1
133476633878236,13,1,2,1,1,1
3081,1,1,1,1,1,1
145410802217084,7,1,1,3,1,2
79,1107,1,1,1,1,1
143500799433445712,1,1,1,1,1,1
173928176,4,1,1,1,2,1
300455096,2,1,1,1,1,1
362936798873769,58,1,1,1,1,1
402471306,1,1,1,1,1,1
672260,2,1,1,1,1,1
80911332948109,166,1,1,1,2,1
8047344617779280896,1,1,2,1,1,1
1630623,16,1,1,1,1,2
27338724300521,1,2,1,1,1,1
44817446717419752,92,1,1,1,1,2
65,1,16,1,1,2,1
6455,5,3,1,2,1,1
3059673668175498240,1,2,1,1,1,1
42,115,2,1,1,1,1
347210,21,1,1,1,5,1
898925640814,2,1,1,1,1,1
2437741148971594240,27,1,1,1,1,1
109526855,1,1,1,1,1,1
20977697510422,1,4,1,1,1,1
5688823171375,1,1,5,1,1,1
1599,3,2,5,1,1,1
1966807717370640,2,1,1,1,1,1
10,1,1,1,1,1,1
1452868623,2,1,1,1,1,1
2535143784856828416,29,1,1,1,1,1
4921928636,1,1,3,3,1,1
4946403,1,1,1,1,1,1
30614445713298828,26,1,1,1,1,1
422974,14,1,1,1,1,1
399350498888245568,22,5,1,1,1,1
41104886302118136,5,1,1,1,1,1
67757,68,24,1,1,1,1
5,2379,1,3,1,1,1
2,4,1,1,1,1,1
136,2,4,1,1,1,1
30,2,1,2,4,1,1
6957594,1,1,1,1,1,1
907788361,2,2,1,1,1,1
19,10,1,1,1,4,1
6627725855013036,1,2,1,1,1,1
888,1,1,2,1,1,1
63,59,1,1,1,1,1
21357962176282860,10,3,1,1,1,1
14005,25,1,1,2,1,1
1516430,2,2,1,1,1,1
19163429,29,2,1,1,1,1
3066139619297854,2,1,1,1,1,1
21018859094454724,1,1,2,1,1,2
134668448703146528,1,2,1,1,1,1
64677,125,6,1,1,1,1
105,1,2,1,1,2,1
45553200689188,5,1,2,1,1,1
5809331384064079,4,41,1,1,1,1
9920899,2,3,1,2,1,1
75,6,1,2,6,1,1
39481301,1,1,1,1,1,1
27589331041576256,10,1,1,1,1,1
26353003,1,1,2,1,1,1
1026405844974963328,1,4,1,1,1,1
10753636765,12,22,3,1,1,1
1396387,49,11,1,1,2,1
306113812170449408,16,4,4,1,1,1
4,7,8,1,1,1,1
3283,1,1,3,1,1,1
46649888,2,2,2,1,1,1
14269091830,2,1,1,1,1,1
4806752188171,208,1,1,3,2,1
11938902466,100,1,1,1,1,1
2145864272265,1,1,2,1,1,1
645127045,1,326,1,1,2,1
2785712719259561,21,5,1,1,1,1
11213135,48,4,1,1,1,1
180782916279,10,2,1,1,2,1
4510,1,1,1,1,1,1
1026424514026,2,1,1,1,1,3
5477335799,64,1,1,5,2,1
19191231892350052,1,1,1,1,1,1
103,5,2,1,1,1,1
2,36,1,1,1,1,1
112,1,1,1,1,1,1
12405,2,1,1,2,1,1
17510171983667,4,26,1,1,2,1
2198348332105756,1,1,1,1,1,1
341,2,7,1,2,1,1
2246326929442569984,3,3,5,2,1,1
8,1,3,1,1,2,1
4194742,1,1,1,1,1,1
1191175500281418496,1,2,1,1,1,1
3889964308,235,50,1,1,1,1
2303229707283780864,3,2,1,1,1,1
5364903,1,1,1,1,1,1
2,3,1,2,1,1,1
3724070369083142,1,1,1,1,1,1
1,2,1,1,1,1,1
3599,1,1,3,1,1,1
404724,1,1,9,1,1,1
5674690,3,2,1,1,1,2
116959345161922,2,2,1,1,1,1
9,40,2,1,3,1,1
19669747911949,1,1,1,1,1,1
6114968936105579520,1,9,1,1,2,1
6657114908397,1,1,1,1,1,1
7218613961,3,19,1,1,1,1
12060194,89,1,1,1,4,1
27,8,2,1,1,1,1
47981253140650552,1,1,1,1,4,1
210549812992,20,1,1,1,1,1
88164957067,25,1,2,1,1,1
440460266886765,1,1,8,1,2,1
5,1,1,1,1,1,1
42038,124,1,1,1,1,1
192138887053742240,1,1,1,1,1,1
81374763657140288,5,1,1,1,1,2
1,2,1,3,2,1,1
9,1,3,2,1,1,1
5408482471,18,1,1,1,1,3
769755319259359,282,6,1,1,1,1
494892149396502848,1,1,1,1,1,1
48417,11,1,1,1,2,1
203670875,6,1,1,1,1,1
228532575543,6,1,1,2,1,1
4685461948887698,2,1,1,1,1,2
1808321893523047936,1,1,1,1,1,1
333223644736506,533,1,1,1,1,1
300,1,24,1,1,1,1
91183218922785,1,49,2,1,1,1
976928,12,3,1,1,1,1
1,6,3,1,1,1,1
422802,5,4,1,1,4,1
6427111656450786,1,1,1,1,1,1
7380319015513291,1,1,2,1,1,1
23689237804,7,9,1,1,1,3
365802850167822,109,1,1,1,1,1
332747457575418944,221,1,1,1,1,1
874114932459,4,1,1,1,1,1
370088583113528,4,1,1,1,1,1
45398,1,1,1,1,1,1
1701866,2,1,1,1,1,1
9130377116535923712,42,1,1,5,1,1
599408345138737408,3,5,1,1,1,1
873,88,1,2,2,1,2
1,1,1,1,1,1,1
525782926,92,1,1,1,1,1
1280642,1,6,1,2,1,1
975,6,2,1,1,1,1
102089563745014816,1,1,1,1,1,1
301691,51,1,1,1,1,1
20080,7,3,1,1,1,1
60118338766615,1,1,1,2,1,1
717535409194,3,1,1,1,1,1
9,1,1,3,1,1,1
391118754406222528,3,1,1,1,2,1
568,1,1,1,1,1,1
197300961818510624,1,1,2,1,1,1
13,1,13,1,1,2,1
8326,1,1,1,1,1,1
27509506,3,1,1,1,1,1
2,4,5,1,1,1,1
1,1,2,4,1,1,2
31376351932,2,5,1,2,1,2
10640687801,5,8,42,1,1,1
231,58,1,1,1,1,1
28507107969172516,2,104,1,1,1,1
4,33,1,2,1,1,1
142195475,1,4,2,1,1,1
32,11,33,79,1,1,1
10497,2,1,1,1,1,1
7453431847411428,14,1,1,1,1,1
6317664679,13,1,2,1,1,1
4447935192664,4,1,1,2,2,1
96306371400359072,1,4,1,1,1,2
3628903610487104000,11,1,1,1,1,2
7338169815,1,1,2,4,1,1
1045439321945488,1,3,1,1,1,1
13636259814,1,1,1,1,1,1
346894485696717,1,2,1,1,1,1
79210413975310112,7,1,1,10,1,1
787,1,4,1,2,1,1
11856015484567,4,1,1,1,1,1
9370,1,2,1,1,1,1
35972264999,1,2,1,1,1,1
2669934100832231,1,2,2,1,1,1
9620833445691338,69,1,1,2,1,1
137252647094483,1778,2,6,1,1,1
2150083078,23,6,2,1,1,1
12616560,1,4,4,1,1,1
23077,1,9,4,1,2,1
3010475,7,6,1,2,1,1
97630204332540,1,8,1,1,1,1
86324548663,1,1,1,1,1,1
160930,1,1,1,2,1,2
45991906213,53,2,2,3,1,1
335043578929101,1,1,2,1,1,1
324032,20,1,1,1,3,1
472,2,3,2,1,1,1
62,1,1,2,1,1,1
15525,1,1,1,1,1,1
38251651,3,1,1,1,1,1
21535453,14,1,1,1,1,1
4680,2,1,1,1,1,1
3860777815988006,1,1,1,1,1,1
1,4,1,3,1,1,2
2067444556,1,1,3,1,2,1
27626284995,197,1,6,1,1,1
3644167105211,2,1,1,1,1,1
58820258,1,3,1,1,1,1
854,7,2,1,2,1,1
18,4,1,1,1,2,1
3154437239,1,2,1,1,1,1
34537730,1,2,1,2,1,1
463562875707,1,2,1,1,1,1
34301869713584,1,1,1,1,1,1
13871964771714,1,1,1,2,1,1
84016351977928,1,1,1,1,1,1
28745357281889,3,2,2,1,2,1
11995643096825420,2,3,2,1,1,1
9127889444730,1,2,1,1,2,1
171930,2,1,1,1,1,1
38541643541500,5,2,1,1,1,1
533776866964892480,1,1,1,1,1,1
5442,2,1,2,3,1,1
2298995,70,1,1,1,1,1
28,3,4,1,1,1,1
136,31,7,2,1,1,2
1913,61,1,1,1,1,2
964323,1,1,1,1,1,1
4983,157,18,4,4,1,1
145765052211949,1,2,4,1,1,1
21006,1,1,1,3,1,1
3775,1,2,1,2,1,1
127663944492486336,1,70,1,1,1,1
90,4,4,1,1,1,1
90,19,1,1,1,1,1
508,1,1,5,1,1,1
32322800274308048,2,1,1,2,1,1
56549212489,1,1,1,1,1,1
12428747478443,1,1,1,1,1,1
53794404,6,3,1,1,1,1
821343320762,1,1,2,1,1,1
6974526473377139,1,3,1,1,1,1
21244327178795112,11623,1,1,1,1,1
527972928610044,9,2,2,1,2,1
128601054611784,1,1,2,1,4,1
172445848269900992,1,6,1,1,1,1
567397760553206080,1,4,1,1,1,1
491480625,201,3,1,1,1,1
2192,2,1,1,1,1,1
5362181822143,380,1,2,1,1,1
4345095002732927488,1,1,1,3,1,1
16828508382851722,1,1,2,1,1,1
345477864866,1,2,1,2,1,1
834205883477,141,7,1,1,2,1
21035908617936976,245,1,1,2,1,1
12,1,3,1,1,1,1
92,1,1,1,1,1,2
77208709,1,2,1,2,1,1
1603,1,10,1,1,1,1
5305118633663260672,142,1,2,1,1,1
4,1,14,1,1,1,1
5,1,1,1,1,1,1
1,75,1,1,1,1,1
19653774,4,31,4,1,1,1
605988860290752768,1,3,14,1,3,1
173851230342879,2,1,1,1,1,1
636945335114267,2,1,1,1,2,2
174060772337,8,1,3,1,1,1
742361715161829,50,5,2,1,1,1
260284458261436832,9,1,1,1,1,1
8118626538441128,36,1,1,2,1,1
305941107216002,1,1,1,1,1,1
1,1,4,3,1,1,2
14171569,2,3,1,1,1,1
759619645337,6,1,1,1,1,1
148,7,1,1,1,1,1
1168387223032680,43,8,1,1,1,2
653843021104226048,8,3,1,1,1,3
1047239546617509888,2,1,1,1,1,1
10300937003,1,1,2,1,1,1
54397267,1,1,1,2,1,1
4315977557141169664,1,2,1,1,1,1
131417371260,4,1,4,2,1,2
18131495,1,1,1,1,1,1
1,1,1,1,1,1,1
719302413087,3,1,1,2,1,1
22939707236,1,1,1,1,2,1
158,2,2,1,1,2,1
2762237590734933,1,1,1,1,1,1
20084118947967,1,1,1,1,1,1
4,1,2,2,1,1,1
1344910920117766,223,2,6,1,2,1
525,3,1,1,1,1,1
254268280958995488,9,7,1,1,1,1
38957204,1,1,1,1,1,1
4798189479608947,3,1,4,1,1,1
25678,15,1,1,1,1,1
194118898178,43,2,1,1,1,1
141918254543751,5,1,1,1,1,1
8346085,1,5,2,1,2,1
516069731057857,1,1,1,1,1,1
4874616867898302,5,2,2,1,1,1
377282593831873,67,2,1,1,1,1
6032,2,1,1,1,1,1
3851965,73,1,1,1,1,1
64786320,1,1,1,1,1,1
5293,13,1,1,1,1,1
518792204848480,1,7,1,1,1,1
933591560866185,3,1,5,1,1,1
2494233645,20,13,1,1,1,1
287899452,11,1,1,1,1,3
687260536329476864,1,3,1,1,1,1
1,1,285,1,1,1,1
3434228753452992512,2,1,1,1,1,1
42,8,9,1,1,1,1
457,1,2,1,1,1,1
726404802046857728,4,7,2,1,2,1
24298292393,102,1,1,1,1,1
6545046989094508544,1,1,1,1,1,2
3624907627655,2,5,1,1,1,1
29,1,4,1,1,1,1
14335742831960,1,1,1,2,1,1
34800789,6,1,1,1,1,1
15654544092611,1,1,1,1,1,1
81420665733,2,3,2,2,1,1
4071644777763,1,1,3,1,1,1
8826438,1,1,3,1,1,1
14838298258606,3,4,1,1,1,1
13,2,1,1,1,1,1
786,1,1,1,1,1,1
14,2,1,1,1,1,1
17115516541768,1,1,1,1,1,1
7002,1,1,1,1,1,2
606329014,1,1,2,1,2,2
6808994382527455,1,1,1,1,1,1
15801,1,1,1,1,1,1
10650599245663922,1,1,1,1,1,1
5,24,1,1,1,1,1
173184892009991,1,5,1,1,1,1
13928807396899480,2031,4,1,1,1,1
4568,14,1,6,3,1,1
87087253,1,3,1,1,1,1
262256,40,1,1,1,1,1
4937524676,2,19,1,1,1,1
1207781316961756,3,5,1,3,1,1
62676437747896992,1,2,1,1,1,1
4,1,1,1,1,1,1
2,19,1,1,1,1,1
1585,7,3,4,1,1,1
525,3,1,1,1,2,1
3871360461432269,618,5,4,2,1,1
1128184309235552000,3,1,1,1,1,1
4363507982888844800,7,4,1,1,1,1
7052364781565359,1270,2514,4,1,1,1
90,8,1,3,1,1,1
590624820324348800,4906,1,1,1,1,1
45302406260084696,346,1,1,1,1,1
1074084545239060224,4,1,1,1,2,1
674360,18,1,1,1,1,1
80445091025,1,1,3,1,1,1
31369,4,1,1,1,1,1
239789622,2,1,1,1,1,1
92393731,1,34,2,1,1,1
3919583331232,9,1,1,1,4,1
4118790434,2,1,1,1,1,2
6,2,55,1,1,1,1
93634838,23,1,1,1,1,1
1879806636296698,1,2,1,1,1,1
155475152,1,2,1,1,1,3
17778655821,12,3,6,2,1,1
521120,2,2,1,1,1,1
65582848684442456,4,1,1,1,1,1
1220,1,1,1,1,1,1
2,1,1,1,1,1,1
1944294280330510336,13,1,1,1,1,1
29,87,1,3,1,2,1
1042731,58,1,1,1,1,1
69407365970,759,5,1,1,1,1
2971736115367,4,16,1,1,1,1
5034351,6,1,1,1,1,1
2027990680,1,1,1,1,1,1
2009,17,1,1,1,1,3
1203255232092020480,156,1,2,1,1,1
2,3,1,1,1,1,1
4,10,1,1,1,2,1
17020777851,1,32,2,1,3,1
216326917796369,1,3,1,1,1,1
154637999,1,1,1,1,1,1
4797475474967,1,3,5,1,1,1
322029604,1,1,2,1,1,1
12,11,1,2,8,1,1
14226307170665380,1,1,1,1,1,1
87267253,281,1,1,1,5,4
685808685,4,2,1,4,1,1
38,7,1,5,2,1,1
499902348316028032,1,1,2,2,1,1
2543974653445605376,6,2,2,1,2,4
4,5,11,4,4,4,1
9448,1,1,1,3,1,1
203168078777803,1,6,4,1,1,1
372368,8,1,1,1,1,1
20,3,2,2,1,1,1
6,3,12,1,1,1,1
22751,6,1,1,1,1,1
13,1,1,1,6,1,1
5951430,1,1,1,1,1,1
249969508539921,12174,6,2,1,1,1
489009284581705088,206,1,1,1,1,1
433849866494703040,9,12,1,1,1,1
260,1,3,3,7,1,1
3068,2,1,3,4,1,1
7988428085630,2,4,1,1,1,1
1935379230,1,3,1,1,1,1
374538736979,2,104035,1,1,1,1
6621529056,571,26,1,1,1,1
299444773633315,3,6,1,1,1,1
6465925,4,10,3,1,1,1
3377885,1,1,1,1,1,1
34577482077023872,17,6,1,1,1,1
31761300630310,1,5,1,1,1,1
1361833,5,2,3,1,1,1
1235,1,1,1,1,1,1
1968064,1,29,3,3,1,1
24248106323830456,4,1,1,1,1,1
26457453,2,1,1,1,1,1
26646,2,474,2,1,1,1
10653746394,1,1,1,1,1,1
161782673,1,1,2,1,1,1
22203199781785912,1,1,2,1,1,1
38440606536333,1,1,1,1,1,2
67167728673607472,1,4,10,1,1,1
4,11,9992,1,1,1,1
22018571386,1,3,1,1,1,1
3807805831,19,3,1,1,1,1
9294886524,1,1,6,3,1,1
14333003755785,12,333,4,1,1,1
863639281881235456,22,1,1,1,1,1
478370665,23,12,1,1,1,3
15,71,1,2,1,1,1
23,3,1,1,2,1,1
301804263356,5,1,2,3,1,1
11424731568246,1,5,1,1,1,1
67425575712,18,2,1,1,1,1
10143,5,2,1,1,1,1
4343283659373,65,6,1,1,1,1
3814,1,1,2,2,1,1
1633082,27,1,1,1,1,1
1686334936162931,1,2,1,1,1,1
27292,1,1,3,1,1,1
7265948035,149,1,1,1,1,1
8769042,1,9,2,3,1,1
4,1,1,1,1,2,1
5136,2,3,5,1,2,1
5259967384719281152,12,1,1,2,3,1
32630924327303,1,3,1,1,1,1
263877525,1,1,1,1,1,1
109155521162655040,6,1,1,1,1,1
2,591,1,1,2,1,1
4267373955188,1,1,4,2,1,1
377141353838,1,2,1,1,1,1
187971371220241216,9,1,1,1,1,1
3092947353,5,29,1,3,1,1
595211130591028736,1,1,1,1,1,1
98668,1,1,1,1,1,1
6341302441502345216,1,1,1,1,2,1
70992,16,1,1,1,1,1
33212926584104,1,5,1,1,2,1
44,6,1,5,1,1,1
517,1,5,1,1,1,1
100677575946463,54,1,1,3,1,1
1443123804041878,78,25,1,1,1,17
372,6,1,1,1,1,1
1659349415555256,9,3,1,1,1,1
971,1403,1,1,1,1,1
975,525,1,1,1,1,1
18058510588,1,2,1,1,2,1
105464098566502480,1,1,1,2,1,2
863946647350,1,4,1,1,1,1
112622680,102,1,1,1,1,1
224889373775624224,397,3,2,1,1,1
2413576,6,1,7,1,1,1
524,297,1,2,1,1,1
109760552796585136,1,1,4,1,1,1
54434739686603,1,1,1,2,1,2
26,1,5,2,1,5,3
183802008704174784,1,1,3,1,1,1
4,2,2,1,5,1,1
99241,3,1,4,2,1,1
623552716866,3,10,1,1,1,1
158590892,1,2,5,1,1,1
1320788928,2,4,2,1,1,2
2787363031259560960,1,3,1,1,1,1
7812150,7,1,1,2,1,1
55714279175683224,4,1,1,1,3,1
66085,22,1,1,1,1,1
5077,3,1,1,1,1,1
2400977203598938,3,3,1,1,1,1
5,1,2,1,1,1,1
35503854781315316,667,1,1,1,1,1
523,1,2,1,1,1,1
2,1,1,1,1,1,1
13566504732934966,3,1,1,2,1,1
245368285899931,1,1,1,1,1,2
699461707213345,2,1,1,1,2,1
1894164,1,2,1,1,1,1
44008,3,3,1,1,1,1
2259146035241205760,1,1,1,1,1,1
1154733524914,1,4,1,1,2,1
839,2,1,1,1,1,1
1348255,66,2,1,4,1,1
326263,1,1,1,2,1,1
35793085,490,3,2,2,1,1
4761245,1,1,2,1,1,1
531178870003,4,1,1,1,1,1
76994,131,1,1,1,1,2
102240465,111,1,1,1,1,1
8,19,1,3,1,2,1
17707911073346,86,1,1,1,1,3
16871,2,1,1,1,1,2
400554620118151,1,2,1,1,1,1
57873248,1,2,1,2,1,1
23510897887076836,11,1,1,10,1,1
95601336839113,1,2,1,1,1,1
4289333321861,1,8,1,2,1,1
23219,1,1,1,1,1,1
3,3,1,1,1,2,1
1042827578814073088,5,1,1,1,1,1
265144,4,3,1,1,1,1
4814663995310366,1,4,1,2,1,1
1969082,2,10,2,1,1,1
4120484938,2,5,1,1,1,1
7762285231,1,1,4,1,1,1
56,1,1,1,4,1,2
679982163645269,2,1,1,1,1,1
116927897832989,1,1,3,1,1,1
688538,2,2,1,1,1,2
1880852326537377,1,2,1,1,1,1
39,1,1,2,1,1,2
2,21,2,1,1,2,2
363496113050324,2,1,1,2,1,1
1296455008444,1,1,1,1,1,1
25,14,2,1,3,1,1
480638616818,15,1,1,1,1,1
50787007060,20,1,1,1,1,1
61067747583,23,1,1,1,2,1
251794139821400736,9,1,1,1,1,1
72528587939,33,10,1,1,1,2
698624695,1,1,1,1,1,1
3,5,1,1,1,1,1
139676845587418,245,3,1,2,1,1
190694207,45,1,1,1,2,1
2,1,16,1,2,1,1
4,2,1,2,6,1,1
39,1,1,3,1,1,1
2165,41,48,1,1,1,1
21786302250,1,1,1,1,1,1
267240663821069760,2,1,1,1,1,1
1528997,2,1,1,1,1,1
2683228538,1,1,3,1,1,1
1273502259651393,1,9,1,1,1,1
364142,41,1,1,1,1,1
13009291,1,2,3,1,1,2
8837,7,1,1,2,1,1
10115,2,2,1,1,1,1
2,12,3,2,1,1,1
291802,6,1,1,1,2,1
251692,3,1,1,1,1,1
62815102648982,12,1,1,1,1,1
29528380627,1,1,4,1,1,1
790619,1,1,1,2,1,1
111537,1,1,1,1,1,1
15360,5,1,1,2,1,1
39,1,1,1,1,1,1
618,1,1,3,1,1,1
964407713,12,2,1,1,1,1
13522420098924,6,5,1,1,1,1
408850197,1,1,3,1,1,1
1,9,1,1,1,1,2
207809543483741,1,1,1,1,1,1
10,12,1,1,1,1,1
480435386441,5,10,1,1,1,2
1393919847204995072,2,8,1,1,1,1
1239,1,44,1,1,1,1
1017605355724,1,1,1,1,1,1
15343349335,1,3,2,1,1,1
219424613455,11,1,1,1,1,1
3379456965974028288,4,5,1,1,1,1
1,814,1,1,2,1,1
3437949176607,1,1,1,1,1,1
567175,2,1,2,1,2,1
1298524612675851008,10,2,2,1,1,2
424951182934664,1148,1,1,1,1,1
736,2,3,11,2,1,1
87755944277,5,1,1,1,1,1
785263866928,10,1,1,1,1,1
435643600300958656,15,1,1,11,1,1
2159116598909,5,2,1,1,1,1
14,1,178,2,1,1,1
3,3,2,1,1,1,1
186347303289809,1224,1,1,1,1,1
11174,3,1,5,1,1,1
14915611380652,6,1,1,1,1,1
151729885132,1,5,1,1,2,1
200348555336385888,1355,2,2,1,1,1
28628171,26,2,1,1,1,1
901255184981836800,1,2,2,6,1,1
6575,52,8,4,5,1,1
5612505393501993984,1,1,1,1,1,1
30793328,2,1,2,1,1,1
189705,1,2,1,1,1,1
20670332487,4,1,1,1,1,3
5685015539,268,1,1,1,1,1
7400582352186212352,1030,1,1,2,1,1
45962797391439856,1,11,1,1,1,1
227785055,6,1,2,1,1,2
22,2,5,1,1,1,1
117769864325774,1,1,1,3,1,1
1340873095,1,2,1,1,1,2
157222273,1,1,1,1,1,2
5,1,4,1,1,1,1
38,3,1,1,1,8,1
25552266499911,1,3,1,3,1,1
679811637874,1,1,2,2,1,1
10877531804830474,26,1,1,2,1,1
1779997856083930,725,6,1,1,2,1
1526375,2,4,1,1,1,1
177162941459030,7,4,5,2,1,1
116349,1,17,1,1,1,1
16,1,1,1,1,1,1
2,3,1,1,1,1,1
193,102,3,1,1,1,1
1060,2,1,2,1,1,1
1223,7,3,1,2,1,1
294321883974531008,9,1,2,1,1,1
1122416271,1,1,1,1,1,1
2279,1,1,1,4,1,1
2292,1,1,3,1,1,1
4096225704329013760,1,45,1,1,1,1
9391017655018,27,1,3,1,1,1
122277052,15530,1,2,1,1,1
3680,1,2,1,1,1,1
179856,1,2,1,3,1,1
389,438921,9,1,1,2,1
19,1,1,1,1,1,2
36696,18,8,6,1,1,1
12693,1,8,1,1,1,1
17840708943,28,1,1,1,3,1
48167982983380792,8,1,1,2,1,1
1339291672473,2,1,2,1,1,1
23915617780265724,1,1,1,1,1,1
1131,6384,1,1,1,1,1
2865766,1,1,1,1,1,1
1,2,5,1,1,1,1
194,1,4,1,1,1,1
1719748920,110,1,2,1,1,1
21315562,2,2,1,1,1,1
17377,3,1,1,1,1,2
13233,9,1,1,1,1,1
1715252827000,7,1,5,1,1,1
1529750,2,1,1,1,1,1
2545130641152,6,1,1,1,1,1
12057528510172,13,1,1,1,1,1
568029034001,2,1,1,1,1,1
238528549354213,5,1,1,1,1,1
821324,1,1,1,1,1,1
6341819487478961,2,1,4,1,1,1
167072530340954,14,1,3,1,1,1
194276798,2,1,1,1,1,1
138442,2,1,7,1,2,1
104,27,1,1,1,1,1
1248317903427369,1,1,1,1,1,1
101227065162,15,2,3,1,1,1
124871047172121296,2,3,1,1,1,2
1397934068,129,14,1,1,1,1
224986836889343424,1,1,3,1,1,1
1640076838613124,9,1,1,1,1,1
25050407996,3,1,1,1,1,2
35933711093,2,1,1,1,1,1
10805774856047028,1,1,7,1,2,1
138650430220393760,1,3,4,1,1,1
1842161831011783,4,7,1,1,3,1
1516,5,1,1,2,1,1
852495139544,105,1,1,1,1,1
173338,3,3,1,2,1,1
9565937683972146,2,1,1,1,1,1
174,5,1,2,1,1,1
13067,1,40,2529,1,1,1
58844449,2,1,1,1,1,1
625520727009,4,1,1,1,2,1
426959129517249728,1,2,1,1,1,1
7547105027918343,1,1,2,2,1,1
2137805289612,1,1,5,1,1,1
1,58,2,1,1,1,1
66278668283179416,3,1,1,1,1,1
5288594,9,3,1,1,1,1
10122466963050922,10,1,4,1,1,2
9109428,125,1,1,1,1,4
2465807046392747008,27,2,1,1,1,1
28538300602752048,1,2,1,3,1,1
190481965,1,3,1,1,2,1
8,51,1,3,1,1,1
710082550120075,1,1,1,1,1,1
874100661186771072,55,1,1,1,1,1
396306540747295552,2,1,3,1,1,1
4560227278990,3,1,1,1,1,1
1,6,6,1,1,1,1
95987,8,1,1,1,1,1
24,6,1,20,1,1,1
207113,9,2,2,1,1,1
12170401,5,5,1,1,1,2
2723136770898,5,1,3,1,1,2
121999895485022928,4,2,1,1,1,1
5016227988319835,1,1,1,1,1,1
396452,12,1,1,1,1,1
19858947,1,2,1,1,1,1
22059616523070,34,2,1,1,3,1
3184252496283482112,3,2,1,1,1,1
4405096578852633088,2,1,1,1,1,1
3,1,3,1,1,1,1
275142,1,1,1,1,1,1
130643,3,1,1,2,2,1
1991769049563049216,72,1,1,1,1,1
29,2,2,1,1,2,1
3357570,2,1,1,1,1,1
1065060841,4,1,1,1,1,1
153864919632473,1,1,3,1,1,1
241278097,1,3,1,1,7,1
1753333,1,1,1,1,1,1
36876244111285,1,1,1,1,1,1
19413899057955112,1,1,1,1,1,2
2,19,4,1,1,1,1
35923,114,2,2,1,1,1
3197901528288959,4,3,1,1,2,2
31871365241426,17,2,1,1,1,1
347621080092907136,1,1,1,1,1,1
22711944066322432,4,1,1,1,1,1
61484,1,3,4,2,1,1
698907046073,1,5,2,4,1,1
5,80,4,2,1,1,1
8,22,2,1,1,1,2
14,2,4,1,1,2,1
314,1,1,1,2,1,1
1076150,26,1,1,1,1,1
5780,1,1,2,1,1,1
13077378,231,2,1,1,1,1
20451332107,3,2,1,1,1,1
759690,1,1,1,1,1,1
743,1,1,1,1,1,1
188862754287,1,1,1,1,1,1
9333,8,2,1,1,1,1
1588,11,1,3,1,1,1
13416327116817150,4,3,1,1,1,1
430929857789359,24,1,1,1,1,1
198663821690942176,19,2,2,1,1,1
206323763,1,1,1,1,1,1
11160268,8,1,1,1,1,1
301426,1,1,1,2,1,1
62933476881363048,1,32,3,1,1,1
139375182,1,2,1,1,1,1
5896751743922879488,14,1,3,1,1,1
2488278300,61,1,2,1,1,1
24662449668,1,1,1,1,1,1
576383368123,2,1,1,1,1,1
39249679691631656,80,4,1,1,1,1
87623,1,1,46,1,1,1
118050,1,1,1,1,2,1
57075069539917064,1,2,1,1,1,1
29943698558072416,1,1,1,2,1,1
4821222397595968,1,1,1,1,1,1
19688,36,6,7,1,1,1
2334460,30,1,1,1,3,1
